#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A7F3E5
#Date Time: 2025-07-04 15:06:17.753
#Start: 10 Hz
#Stop: 100000 Hz
#Steps: 81
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 32 
#Channel: Channel 1
#Range: 5.55283 V
#Offset: 0.000243159 V
#Relative: no

Frequency (Hz),Channel 1 Magnitude (dB),Channel 1 Magnitude THD+N (dB),Channel 1 Magnitude THD (dB),Channel 1 Phase (deg),Channel 1 Custom One (dB)
10,0.02903148569005031,-63.11874972781047,-70.55348945358232,-9.705146572005503,0.02903148569005031
11.22018454301963,0.02939541328029248,-62.59853935174269,-70.71674904282943,-8.676447397927767,0.02939541328029248
12.589254117941675,0.029329812863790286,-62.737042179514695,-70.50430556199545,-7.7536464664825075,0.029329812863790286
14.12537544622754,0.029258036078568014,-62.635989019658595,-70.44698647145728,-6.927399331225203,0.029258036078568014
15.848931924611142,0.029265829220755064,-60.04309397548501,-70.24688894836741,-6.187648509029849,0.029265829220755064
17.78279410038923,0.029245159722373737,-62.524585894981904,-70.31596839345217,-5.523518428395391,0.029245159722373737
19.952623149688787,0.029246944074772165,-63.05015724205323,-71.01776811091845,-4.929559441595785,0.029246944074772165
22.3872113856834,0.02921605442943448,-60.42651745960255,-70.1984930417778,-4.4005175178643015,0.02921605442943448
25.118864315095795,0.029037193122984487,-62.44659011690452,-70.47282957099708,-3.9265339759146833,0.029037193122984487
28.18382931264455,0.02900412614244651,-62.24271538958686,-70.35990814247897,-3.5032101493086643,0.02900412614244651
31.622776601683793,0.029289961869651465,-62.401162793199056,-70.55840748851455,-3.1252528226713707,0.029289961869651465
35.481338923357534,0.02921606482493944,-62.016324589126725,-70.25181924092274,-2.7882861184702605,0.02921606482493944
39.810717055349734,0.029031345856748905,-62.365925555629275,-70.44961915984116,-2.4882162162503505,0.029031345856748905
44.6683592150963,0.02902415975917111,-61.827934122148264,-70.14012830381408,-2.219046212457762,0.02902415975917111
50.11872336272725,0.02915466770164577,-61.919144498751734,-70.21394719475765,-1.9797415112462318,0.02915466770164577
56.23413251903491,0.029085526197095965,-62.0468700238619,-70.404639246088,-1.7659638270130635,0.029085526197095965
63.0957344480193,0.029134410161743847,-60.888405433960926,-69.88177989553884,-1.5753880418339605,0.029134410161743847
70.79457843841381,0.029317940913261845,-61.95306260812068,-70.4505821912989,-1.4048267724495247,0.029317940913261845
79.43282347242813,0.02913056685941639,-61.86455962584638,-70.32147941420992,-1.2519152025692684,0.02913056685941639
89.12509381337459,0.029086887318239548,-61.293640968877426,-69.74005944098437,-1.1176329312076376,0.029086887318239548
100,0.02911774111352265,-61.38524980581614,-69.73855417363596,-0.9971566032793788,0.02911774111352265
112.2018454301963,0.02918671732834384,-59.55450433306248,-70.87705044929474,-0.8893714020425989,0.02918671732834384
125.89254117941675,0.029279289115696806,-61.523500535222894,-69.90612659199431,-0.795470919396422,0.029279289115696806
141.2537544622754,0.029322011063090268,-61.704654692482194,-70.70423630169645,-0.709247451630489,0.029322011063090268
158.48931924611142,0.029034084006488638,-61.52423027688001,-70.2177255813224,-0.6325527901709762,0.029034084006488638
177.82794100389228,0.029030594766247288,-61.53849870119123,-70.63153803750063,-0.5662867520448316,0.029030594766247288
199.5262314968879,0.02896481772627846,-61.36387339598702,-69.98931283856574,-0.5056335501225959,0.02896481772627846
223.87211385683398,0.028853920073140842,-61.456783921815756,-70.49330663118425,-0.45239901285998485,0.028853920073140842
251.18864315095794,0.02904514061536875,-61.42021278781371,-70.63902083884146,-0.405072501165904,0.02904514061536875
281.8382931264455,0.028872879779854983,-61.49361841361275,-70.77730872009687,-0.3627442256800464,0.028872879779854983
316.22776601683796,0.029225161843259014,-60.87741889945462,-69.89770269040403,-0.3246662875069575,0.029225161843259014
354.8133892335753,0.02909358031393911,-60.65893137683662,-70.0304933976882,-0.29124957730705603,0.02909358031393911
398.1071705534973,0.02874352656252662,-60.90917977556248,-70.14949667045501,-0.2620831804857531,0.02874352656252662
446.683592150963,0.028763105836436383,-60.13092339283982,-69.35390755605819,-0.23641173361303913,0.028763105836436383
501.18723362727246,0.02931888056259163,-60.908036527935316,-70.50312454914504,-0.21335373161922178,0.02931888056259163
562.3413251903492,0.028858927726458504,-60.26588711325684,-70.4943459493934,-0.19401761159380726,0.028858927726458504
630.957344480193,0.02923845249001375,-60.525633138929194,-70.90219554581728,-0.1768149003595596,0.02923845249001375
707.945784384138,0.029545821547867345,-59.940569779987875,-69.53659418233696,-0.16183549667674801,0.029545821547867345
794.3282347242814,0.028852861822898073,-59.592051512330244,-69.40358198965845,-0.1504784614478467,0.028852861822898073
891.2509381337459,0.029318157425860497,-59.20524882251912,-69.23244990218988,-0.13745578365677602,0.029318157425860497
1000,0.029323345223407415,-59.855128289937184,-71.21879751405439,-0.12985948148994453,0.029323345223407415
1122.018454301963,0.02974116947599348,-59.25641320084435,-69.7641908670184,-0.12043427624162462,0.02974116947599348
1258.9254117941675,0.030411390694820573,-59.126867560096024,-69.81205246566107,-0.1147991152474983,0.030411390694820573
1412.537544622754,0.02954560679480347,-57.763233811478536,-69.72426366513456,-0.10906302291122927,0.02954560679480347
1584.893192461114,0.0298738062671208,-58.78300551579169,-70.73181148262918,-0.10719851988851303,0.0298738062671208
1778.2794100389228,0.03114539802753868,-58.42512160087893,-69.898764009761,-0.10527249515189041,0.03114539802753868
1995.2623149688789,0.031380290293206006,-58.6145544196671,-70.87415226982844,-0.1029987372745893,0.031380290293206006
2238.72113856834,0.031631589128794976,-58.292572346058435,-70.95012679743319,-0.10256698179604484,0.031631589128794976
2511.8864315095793,0.03282204375853083,-57.780628270438726,-70.51687316839589,-0.10452856687626877,0.03282204375853083
2818.382931264455,0.03399179325168439,-57.73062637869885,-70.53409992633617,-0.10286106860887045,0.03399179325168439
3162.277660168379,0.03500477134579225,-57.51551658163745,-70.52079241999549,-0.10521012424405285,0.03500477134579225
3548.133892335753,0.03615167802686535,-57.630999028634236,-70.70318209646153,-0.10589593437498479,0.03615167802686535
3981.0717055349733,0.03701098649728008,-56.89463760370184,-70.43942083890856,-0.10823423467697069,0.03701098649728008
4466.83592150963,0.03977875744568097,-57.380752839274194,-70.9467167150109,-0.10758031597401585,0.03977875744568097
5011.872336272725,0.04130724155612501,-57.646606537704194,-70.75922474221204,-0.10698635600803641,0.04130724155612501
5623.413251903491,0.04421003660542351,-56.964293491042966,-69.54562395754851,-0.10781783001407064,0.04421003660542351
6309.57344480193,0.04598713103680211,-56.98860825583943,-69.96345489906156,-0.10804075499900989,0.04598713103680211
7079.45784384138,0.035889208899271906,-56.8701612922841,-70.33545583999476,-0.10254839291891216,0.035889208899271906
7943.282347242814,0.04073770116372455,-55.9883262111672,-69.41454177452641,-0.1001501097011257,0.04073770116372455
8912.509381337459,0.054026545409571136,-56.35789374253073,-70.04077036736572,-0.09455173895720748,0.054026545409571136
10000,0.05613889773872013,-56.37934217833567,-70.13261643462059,-0.09152268392122664,0.05613889773872013
11220.18454301963,0.059230481090645826,-56.497592508274806,-70.56956309240714,-0.08226018194618234,0.059230481090645826
12589.254117941675,0.06056810000209667,-56.19942091623762,-69.43190231338005,-0.07885444828245625,0.06056810000209667
14125.37544622754,0.05852720089361336,-56.29009014604846,-70.55844969221032,-0.07387408020764497,0.05852720089361336
15848.931924611143,0.055394412736646775,-56.12206632872813,-69.42912093962094,-0.06902540206831986,0.055394412736646775
17782.79410038923,0.06764816520037983,-56.20465825716004,-71.83109227042608,-0.06291732908040615,0.06764816520037983
19952.62314968879,0.07039679512391739,-56.13330642974212,-70.26764106368194,-0.05872477727573511,0.07039679512391739
22387.2113856834,0.07235640560524056,-55.713501633726665,-67.89458082462522,-0.05478973632041573,0.07235640560524056
25118.864315095794,0.0759797267101759,-55.337887977578355,-69.46784952699227,-0.053104333880540366,0.0759797267101759
28183.82931264455,0.07737722245364972,-55.1753855470142,-69.30203140792707,-0.04908937284096737,0.07737722245364972
31622.776601683796,0.07966174843085962,-55.30066174562875,-69.15796759935188,-0.0460209427711078,0.07966174843085962
35481.33892335753,0.08471944771914924,-55.087902922967245,-70.2576200809352,-0.036556133095999144,0.08471944771914924
39810.717055349734,0.08447057992670093,-54.38791981717926,-67.759810268244,-0.03737713616677496,0.08447057992670093
44668.3592150963,0.09223837693474074,-54.83923747860985,-69.20146750935004,-0.036383163829029286,0.09223837693474074
50118.72336272724,0.09843916891800418,-53.896714908040266,-67.69753927099086,-0.036593020568730594,0.09843916891800418
56234.13251903491,0.10377823729038672,-54.05021774315125,-67.45751781380964,-0.029596360709945202,0.10377823729038672
63095.734448019306,0.10871454634111563,-54.04234164869816,-67.81616772106963,-0.043385223819598195,0.10871454634111563
70794.5784384138,0.11447324491670213,-54.23998237668574,-69.29869231926185,-0.039162966838901525,0.11447324491670213
79432.82347242814,0.1079014300351851,-53.19811031878093,-68.38452776745265,-0.03820868354669926,0.1079014300351851
89125.0938133746,0.10786114664373828,-53.303023642064986,-67.59500464864055,-0.037146118243754245,0.10786114664373828
100000,0.13053173742220006,-53.06379495303442,-66.91893232985157,-0.032324104799450026,0.13053173742220006
