#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A7F3E5
#Date Time: 2025-07-04 15:07:25.658
#Start: 10 Hz
#Stop: 100000 Hz
#Steps: 81
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 32 
#Channel: Channel 1
#Range: 61.0158 V
#Offset: -0.00262571 V
#Relative: no

Frequency (Hz),Channel 1 Magnitude (dB),Channel 1 Magnitude THD+N (dB),Channel 1 Magnitude THD (dB),Channel 1 Phase (deg),Channel 1 Custom One (dB)
10,0.025148091906300643,-57.01821924351933,-72.01588805170464,-9.528391111732212,0.025148091906300643
11.22018454301963,0.024997398266440297,-57.21916099062909,-71.52010305788276,-8.528271124726814,0.024997398266440297
12.589254117941675,0.02482434211939763,-57.426734789514605,-72.55268147734637,-7.636334824913755,0.02482434211939763
14.12537544622754,0.025579761158550575,-57.302161962707856,-73.05735765437821,-6.83279898773975,0.025579761158550575
15.848931924611142,0.025183965894794345,-56.300630537317424,-72.57966029108901,-6.106968917088345,0.025183965894794345
17.78279410038923,0.024845172171968022,-57.12739257672142,-72.1076769953552,-5.46124458500725,0.024845172171968022
19.952623149688787,0.02501579334129454,-57.02490922166799,-72.72093692853099,-4.881613532695297,0.02501579334129454
22.3872113856834,0.02519105495633585,-56.42504721373783,-73.1381941176316,-4.359960466546781,0.02519105495633585
25.118864315095795,0.025181917392983748,-57.13136650919971,-73.29180379500586,-3.8917598143895447,0.025181917392983748
28.18382931264455,0.02503756305559778,-57.04567688543139,-74.0664636969994,-3.4788164083140014,0.02503756305559778
31.622776601683793,0.025197450087255394,-57.17569957288367,-72.88960468452844,-3.102885700232207,0.025197450087255394
35.481338923357534,0.025241944339882073,-56.92258178345391,-73.31749053473052,-2.7718812938378505,0.025241944339882073
39.810717055349734,0.025299038486079138,-57.25737321760397,-74.68097151725439,-2.474706085526563,0.025299038486079138
44.6683592150963,0.02525899080682572,-56.88289563636228,-72.85162375863456,-2.2083709192933014,0.02525899080682572
50.11872336272725,0.025427148461083314,-57.07255170928774,-73.28160631036592,-1.973391489854464,0.025427148461083314
56.23413251903491,0.02544392824417983,-57.01958826898494,-72.81945120898874,-1.7586280029721308,0.02544392824417983
63.0957344480193,0.02498401062996091,-56.51625198910914,-73.50169419903054,-1.5665025658834395,0.02498401062996091
70.79457843841381,0.02527151396378679,-56.85134792965801,-72.7940146433073,-1.4015719075698883,0.02527151396378679
79.43282347242813,0.024852405539986622,-56.890452289513924,-73.28297055942252,-1.2537225008658197,0.024852405539986622
